map_file_name,paths_file_name,adv_agent_id,adv_damage_steps,ms_original_path,ms_mdr_path,mdr_expanded_nodes,mdr_visited_nodes,mdr_run_time_seconds,comment
data/Room1_56x55.txt,000.path,1,1,32,33,31,142,2.2850026999999997,
data/Room1_56x55.txt,000.path,1,2,32,34,482,2132,21.150654099999997,
data/Room1_56x55.txt,000.path,2,1,31,31,32,146,2.3428431999999972,
data/Room1_56x55.txt,000.path,2,2,31,31,1483,6639,56.6067486,
data/Room1_56x55.txt,001.path,2,1,31,31,32,146,2.3757770999999934,
data/Room1_56x55.txt,001.path,2,2,31,31,1483,6639,57.8029468,
data/Room1_56x55.txt,001.path,1,1,32,33,31,142,2.3370294000000005,
data/Room1_56x55.txt,001.path,1,2,32,34,482,2132,21.465762599999998,
data/Room1_56x55.txt,002.path,1,1,32,33,31,142,2.428009700000004,
data/Room1_56x55.txt,002.path,1,2,32,34,482,2132,21.3158434,
data/Room1_56x55.txt,002.path,2,1,31,31,32,146,2.3328118000000018,
data/Room1_56x55.txt,002.path,2,2,31,31,1483,6639,57.639934499999995,
data/Room1_56x55.txt,003.path,2,1,31,31,32,146,2.2787567000000024,
data/Room1_56x55.txt,003.path,2,2,31,31,1483,6639,56.94495299999999,
data/Room1_56x55.txt,003.path,1,1,32,33,31,142,2.365956099999991,
data/Room1_56x55.txt,003.path,1,2,32,34,482,2132,21.306404999999998,
data/Room1_56x55.txt,004.path,1,1,32,33,31,142,2.3867229999999964,
data/Room1_56x55.txt,004.path,1,2,32,34,482,2132,22.032162300000003,
data/Room1_56x55.txt,004.path,2,1,31,31,32,146,2.3274676000000056,
data/Room1_56x55.txt,004.path,2,2,31,31,1483,6639,57.893158400000004,
data/Room1_56x55.txt,005.path,2,1,31,31,32,146,2.3828843000000006,
data/Room1_56x55.txt,005.path,2,2,31,31,1483,6639,57.78438969999999,
data/Room1_56x55.txt,005.path,1,1,32,33,31,142,2.384916599999997,
data/Room1_56x55.txt,005.path,1,2,32,34,482,2132,21.660850299999993,
data/Room1_56x55.txt,006.path,2,1,31,31,32,146,2.2838651,
data/Room1_56x55.txt,006.path,2,2,31,31,1483,6639,56.91213020000001,
data/Room1_56x55.txt,006.path,1,1,32,33,31,142,2.3488960999999904,
data/Room1_56x55.txt,006.path,1,2,32,34,482,2132,21.905456200000003,
data/Room1_56x55.txt,007.path,1,1,32,33,31,142,2.3918511999999907,
data/Room1_56x55.txt,007.path,1,2,32,34,482,2132,21.327713499999987,
data/Room1_56x55.txt,007.path,2,1,31,31,32,146,2.4064684000000227,
data/Room1_56x55.txt,007.path,2,2,31,31,1483,6639,55.624311199999994,
data/Room1_56x55.txt,008.path,2,1,31,31,32,146,1.982753400000007,
data/Room1_56x55.txt,008.path,2,2,31,31,1483,6639,51.059110600000025,
data/Room1_56x55.txt,008.path,1,1,32,33,31,142,1.4362214999999878,
data/Room1_56x55.txt,008.path,1,2,32,34,482,2132,11.140776399999993,
data/Room1_56x55.txt,009.path,2,1,31,31,32,146,2.4669556999999998,
data/Room1_56x55.txt,009.path,2,2,31,31,1483,6639,44.0765538,
data/Room1_56x55.txt,009.path,1,1,32,33,31,142,1.3573894000000166,
data/Room1_56x55.txt,009.path,1,2,32,34,482,2132,21.704092800000012,
