map_file_name,paths_file_name,adv_agent_id,adv_damage_steps,ms_original_path,ms_mdr_path,mdr_expanded_nodes,mdr_visited_nodes,mdr_run_time_seconds,comment
data/Room1_56x55.txt,000.path,1,1,34,35,32,164,8.2231902,
data/Room1_56x55.txt,000.path,1,2,34,36,1748,8713,209.232884,
data/Room1_56x55.txt,000.path,2,1,34,35,32,165,9.316057099999995,
data/Room1_56x55.txt,000.path,2,2,34,36,1749,8834,220.48007420000002,
data/Room1_56x55.txt,000.path,3,1,34,35,33,168,6.172452099999987,
data/Room1_56x55.txt,000.path,3,2,34,36,1822,9100,159.5244689,
data/Room1_56x55.txt,000.path,4,1,34,35,33,171,6.9931196,
data/Room1_56x55.txt,000.path,4,2,34,36,1906,9436,186.7316283,
data/Room1_56x55.txt,000.path,5,1,33,34,34,177,7.2827449000000115,
data/Room1_56x55.txt,000.path,5,2,33,35,2029,10016,186.2185905,
data/Room1_56x55.txt,001.path,1,1,34,35,32,164,7.107513700000027,
data/Room1_56x55.txt,001.path,1,2,34,36,1748,8713,189.7893176,
data/Room1_56x55.txt,001.path,2,1,34,35,32,165,7.695890400000053,
data/Room1_56x55.txt,001.path,2,2,34,36,1749,8834,203.4235013,
data/Room1_56x55.txt,001.path,4,1,34,35,32,164,5.997023199999999,
data/Room1_56x55.txt,001.path,4,2,34,36,1746,8650,170.1927891,
data/Room1_56x55.txt,001.path,3,1,34,35,34,173,6.432817499999999,
data/Room1_56x55.txt,001.path,3,2,34,36,1913,9552,155.9387631,
data/Room1_56x55.txt,001.path,5,1,34,35,34,177,5.9346228,
data/Room1_56x55.txt,001.path,5,2,34,36,2040,10058,167.93686409999998,
data/Room1_56x55.txt,002.path,1,1,34,35,32,164,8.164024299999937,
data/Room1_56x55.txt,002.path,1,2,34,36,1748,8713,217.1124121,
data/Room1_56x55.txt,002.path,3,1,34,35,33,168,6.961017199999986,
data/Room1_56x55.txt,002.path,3,2,34,36,1822,9100,172.78706509999998,
data/Room1_56x55.txt,002.path,5,1,34,35,33,170,6.817617400000017,
data/Room1_56x55.txt,002.path,5,2,34,36,1888,9311,175.7192394,
data/Room1_56x55.txt,002.path,4,1,33,34,34,178,6.5975943000000825,
data/Room1_56x55.txt,002.path,4,2,33,35,2040,10094,185.652372,
data/Room1_56x55.txt,002.path,2,1,34,35,32,165,8.771910599999956,
data/Room1_56x55.txt,002.path,2,2,34,36,1749,8834,239.70965769999998,
data/Room1_56x55.txt,003.path,4,1,34,35,32,164,5.997286400000007,
data/Room1_56x55.txt,003.path,4,2,34,36,1746,8650,166.34156269999994,
data/Room1_56x55.txt,003.path,3,1,34,35,34,173,6.567060100000049,
data/Room1_56x55.txt,003.path,3,2,34,36,1913,9552,151.48859179999988,
data/Room1_56x55.txt,003.path,1,1,34,35,32,164,7.1327732000002015,
data/Room1_56x55.txt,003.path,1,2,34,36,1748,8713,189.22811250000007,
