map_file_name,paths_file_name,adv_agent_id,adv_damage_steps,ms_original_path,ms_mdr_path,mdr_expanded_nodes,mdr_visited_nodes,mdr_run_time_seconds,comment
data/Room1_56x55.txt,003.path,5,2,34,36,1778,8048,163.2694524000001,
data/Room1_56x55.txt,003.path,3,1,35,36,29,133,9.429889900000035,
data/Room1_56x55.txt,003.path,3,2,35,37,1242,5583,188.0080527,
data/Room1_56x55.txt,003.path,4,1,35,36,32,149,7.4040253000000575,
data/Room1_56x55.txt,003.path,4,2,35,37,1500,6810,157.58716650000008,
data/Room1_56x55.txt,003.path,1,1,35,36,31,151,9.436572400000045,
data/Room1_56x55.txt,003.path,1,2,35,37,1520,6871,201.46009030000005,
data/Room1_56x55.txt,003.path,2,1,35,36,34,161,6.902343900000005,
data/Room1_56x55.txt,003.path,2,2,35,37,1647,7404,155.1434582999999,
data/Room1_56x55.txt,004.path,1,1,35,36,31,142,8.90781149999998,
data/Room1_56x55.txt,004.path,1,2,35,37,1398,6298,184.33398649999992,
data/Room1_56x55.txt,004.path,5,1,34,35,35,161,8.59247409999989,
data/Room1_56x55.txt,004.path,5,2,34,36,1778,8048,207.39212550000002,
data/Room1_56x55.txt,004.path,4,1,35,36,32,148,12.733366400000023,
data/Room1_56x55.txt,004.path,4,2,35,37,1503,6828,172.82620799999995,
data/Room1_56x55.txt,004.path,2,1,35,36,34,162,9.938224799999944,
data/Room1_56x55.txt,004.path,2,2,35,37,1657,7451,227.53246479999984,
data/Room1_56x55.txt,004.path,3,1,35,36,31,151,9.531065500000068,
data/Room1_56x55.txt,004.path,3,2,35,37,1514,6839,205.02053840000008,
data/Room1_56x55.txt,006.path,5,1,34,35,35,161,10.547747300000083,
data/Room1_56x55.txt,006.path,5,2,34,36,1778,8048,231.76874740000017,
data/Room1_56x55.txt,006.path,1,1,35,36,31,142,7.770703800000092,
data/Room1_56x55.txt,006.path,1,2,35,37,1398,6298,160.53042389999996,
data/Room1_56x55.txt,006.path,4,1,35,36,32,148,7.872772899999973,
data/Room1_56x55.txt,006.path,4,2,35,37,1503,6828,222.0822568000001,
data/Room1_56x55.txt,006.path,3,1,35,36,31,151,7.73049519999995,
data/Room1_56x55.txt,006.path,3,2,35,37,1458,6583,172.27147739999987,
data/Room1_56x55.txt,006.path,2,1,35,36,34,155,7.424946600000112,
data/Room1_56x55.txt,006.path,2,2,35,37,1640,7353,166.62157279999997,
data/Room1_56x55.txt,007.path,4,1,37,38,31,143,15.182288599999993,
data/Room1_56x55.txt,007.path,4,2,37,39,1417,6434,206.62029530000018,
data/Room1_56x55.txt,007.path,2,1,37,38,32,146,11.332218100000091,
data/Room1_56x55.txt,007.path,2,2,37,39,1483,6639,197.72516410000003,
data/Room1_56x55.txt,007.path,1,1,37,38,32,156,11.187545799999953,
data/Room1_56x55.txt,007.path,1,2,37,39,1570,7108,209.9845484,
data/Room1_56x55.txt,007.path,3,1,37,38,31,142,8.238222599999972,
data/Room1_56x55.txt,007.path,3,2,37,39,1384,6232,187.52972920000002,
data/Room1_56x55.txt,007.path,5,1,32,32,37,180,4.6145262,
data/Room1_56x55.txt,007.path,5,2,32,33,1950,8840,102.95124889999988,
data/Room1_56x55.txt,009.path,1,1,37,38,31,142,10.305437199999915,
data/Room1_56x55.txt,009.path,1,2,37,39,1398,6298,196.91029529999992,
data/Room1_56x55.txt,009.path,4,1,37,37,32,148,7.507604599999922,
data/Room1_56x55.txt,009.path,4,2,37,38,1503,6828,143.87873779999995,
data/Room1_56x55.txt,009.path,2,1,37,38,33,151,6.436686700000109,
data/Room1_56x55.txt,009.path,2,2,37,39,1570,7032,142.70216760000017,
data/Room1_56x55.txt,009.path,5,1,33,34,37,180,6.362918199999967,
data/Room1_56x55.txt,009.path,5,2,33,35,1950,8840,126.29042460000005,
data/Room1_56x55.txt,009.path,3,1,37,38,32,147,6.437921499999902,
data/Room1_56x55.txt,009.path,3,2,37,39,1467,6611,126.75206600000001,
