map_file_name,paths_file_name,adv_agent_id,adv_damage_steps,ms_original_path,ms_mdr_path,mdr_expanded_nodes,mdr_visited_nodes,mdr_run_time_seconds,comment
data/Room1_56x55.txt,000.path,1,1,32,32,32,164,2.181305599999999,
data/Room1_56x55.txt,000.path,1,2,32,32,1748,8713,58.920739600000005,
data/Room1_56x55.txt,000.path,2,1,32,33,32,165,2.7628892999999977,
data/Room1_56x55.txt,000.path,2,2,32,34,917,4595,32.882815,
data/Room1_56x55.txt,001.path,1,1,32,32,32,164,2.1218094000000036,
data/Room1_56x55.txt,001.path,1,2,32,32,1748,8713,67.1441787,
data/Room1_56x55.txt,001.path,2,1,32,33,32,165,2.5071812000000007,
data/Room1_56x55.txt,001.path,2,2,32,34,917,4595,32.707955,
data/Room1_56x55.txt,002.path,1,1,32,32,32,164,2.128573199999998,
data/Room1_56x55.txt,002.path,1,2,32,32,1748,8713,58.944053200000006,
data/Room1_56x55.txt,002.path,2,1,32,33,32,165,2.6743987999999916,
data/Room1_56x55.txt,002.path,2,2,32,34,917,4595,41.09948990000001,
data/Room1_56x55.txt,003.path,1,1,32,32,32,164,2.0901211000000046,
data/Room1_56x55.txt,003.path,1,2,32,32,1748,8713,68.2544115,
data/Room1_56x55.txt,003.path,2,1,32,33,32,165,3.241860399999993,
data/Room1_56x55.txt,003.path,2,2,32,34,917,4595,42.139066400000004,
data/Room1_56x55.txt,004.path,2,1,32,33,32,165,2.4958725000000044,
data/Room1_56x55.txt,004.path,2,2,32,34,917,4595,38.00035500000001,
data/Room1_56x55.txt,004.path,1,1,32,32,32,164,3.1618818999999974,
data/Room1_56x55.txt,004.path,1,2,32,32,1748,8713,68.0579164,
data/Room1_56x55.txt,005.path,2,1,32,33,32,165,3.433474100000012,
data/Room1_56x55.txt,005.path,2,2,32,34,917,4595,38.8289233,
data/Room1_56x55.txt,005.path,1,1,32,32,32,164,2.170469799999978,
data/Room1_56x55.txt,005.path,1,2,32,32,1748,8713,69.48721189999998,
data/Room1_56x55.txt,006.path,1,1,32,32,32,164,2.558892,
data/Room1_56x55.txt,006.path,1,2,32,32,1748,8713,67.9206465,
data/Room1_56x55.txt,006.path,2,1,32,33,32,165,3.188761800000009,
data/Room1_56x55.txt,006.path,2,2,32,34,917,4595,40.74530730000001,
data/Room1_56x55.txt,007.path,2,1,32,33,32,165,3.9721476999999936,
data/Room1_56x55.txt,007.path,2,2,32,34,917,4595,35.2207004,
data/Room1_56x55.txt,007.path,1,1,32,32,32,164,2.341325399999988,
data/Room1_56x55.txt,007.path,1,2,32,32,1748,8713,64.94513709999998,
data/Room1_56x55.txt,008.path,1,1,32,32,32,164,2.2650577,
data/Room1_56x55.txt,008.path,1,2,32,32,1748,8713,65.03772299999997,
data/Room1_56x55.txt,008.path,2,1,32,33,32,165,2.574010199999975,
data/Room1_56x55.txt,008.path,2,2,32,34,917,4595,27.65364790000001,
data/Room1_56x55.txt,009.path,2,1,32,33,32,165,2.4653857999999786,
data/Room1_56x55.txt,009.path,2,2,32,34,917,4595,35.4469215,
data/Room1_56x55.txt,009.path,1,1,32,32,32,164,2.27472019999999,
data/Room1_56x55.txt,009.path,1,2,32,32,1748,8713,54.18350219999999,
