map_file_name,paths_file_name,adv_agent_id,adv_damage_steps,ms_original_path,ms_mdr_path,mdr_expanded_nodes,mdr_visited_nodes,mdr_run_time_seconds,comment
data/Room1_56x55.txt,000.path,1,1,8,8,8,43,0.4508126000000008,
data/Room1_56x55.txt,000.path,1,2,8,8,148,750,1.4623645000000005,
data/Room1_56x55.txt,000.path,2,1,8,9,8,43,0.4786038999999995,
data/Room1_56x55.txt,000.path,2,2,8,9,148,751,1.3861422999999995,
data/Room1_56x55.txt,001.path,2,1,8,9,8,43,0.5052485999999998,
data/Room1_56x55.txt,001.path,2,2,8,9,148,751,1.4308505999999994,
data/Room1_56x55.txt,001.path,1,1,8,8,8,43,0.4565229000000004,
data/Room1_56x55.txt,001.path,1,2,8,8,148,750,1.3839936000000002,
data/Room1_56x55.txt,002.path,1,1,8,8,8,43,0.4752628000000012,
data/Room1_56x55.txt,002.path,1,2,8,8,148,750,1.3852878999999998,
data/Room1_56x55.txt,002.path,2,1,8,9,8,43,0.4737612999999996,
data/Room1_56x55.txt,002.path,2,2,8,9,148,751,1.4213985999999998,
data/Room1_56x55.txt,003.path,1,1,8,8,8,43,0.49201049999999924,
data/Room1_56x55.txt,003.path,1,2,8,8,148,750,1.4145380000000003,
data/Room1_56x55.txt,003.path,2,1,8,9,8,43,0.48435839999999963,
data/Room1_56x55.txt,003.path,2,2,8,9,148,751,1.4142910000000004,
data/Room1_56x55.txt,004.path,1,1,8,8,8,43,0.5042161000000007,
data/Room1_56x55.txt,004.path,1,2,8,8,148,750,1.4099181000000005,
data/Room1_56x55.txt,004.path,2,1,8,9,8,43,0.48223210000000094,
data/Room1_56x55.txt,004.path,2,2,8,9,148,751,1.411143299999999,
data/Room1_56x55.txt,005.path,1,1,8,8,8,43,0.47487920000000017,
data/Room1_56x55.txt,005.path,1,2,8,8,148,750,1.4069351999999995,
data/Room1_56x55.txt,005.path,2,1,8,9,8,43,0.48314209999999846,
data/Room1_56x55.txt,005.path,2,2,8,9,148,751,1.4250500000000006,
data/Room1_56x55.txt,006.path,2,1,8,9,8,43,0.4813685000000003,
data/Room1_56x55.txt,006.path,2,2,8,9,148,751,1.4495918999999997,
data/Room1_56x55.txt,006.path,1,1,8,8,8,43,0.47884680000000124,
data/Room1_56x55.txt,006.path,1,2,8,8,148,750,1.4283485000000002,
data/Room1_56x55.txt,007.path,1,1,8,8,8,43,0.5385266000000009,
data/Room1_56x55.txt,007.path,1,2,8,8,148,750,1.4835025999999996,
data/Room1_56x55.txt,007.path,2,1,8,9,8,43,0.5234573999999999,
data/Room1_56x55.txt,007.path,2,2,8,9,148,751,1.4628835999999996,
data/Room1_56x55.txt,008.path,1,1,8,8,8,43,0.5073979999999985,
data/Room1_56x55.txt,008.path,1,2,8,8,148,750,1.5387148999999987,
data/Room1_56x55.txt,008.path,2,1,8,9,8,43,0.48806849999999713,
data/Room1_56x55.txt,008.path,2,2,8,9,148,751,1.242041399999998,
data/Room1_56x55.txt,009.path,1,1,8,8,8,43,0.48288120000000134,
data/Room1_56x55.txt,009.path,1,2,8,8,148,750,1.538983899999998,
data/Room1_56x55.txt,009.path,2,1,8,9,8,43,0.44467639999999875,
data/Room1_56x55.txt,009.path,2,2,8,9,148,751,1.4528838999999998,
